SNO,CO,NOX
35398,738607028120.9308,729271259304.5892
35399,737870814759.4839,728544366097.8055
35400,734589287229.9409,725304326072.3832
35401,728715642141.0952,719505043261.2208
35402,728788719193.7428,719577245496.2899
35403,728206818638.5316,719002728725.071
35404,728689299428.3303,719479063238.9247
35405,728165018371.1982,718961353217.1287
35406,728151841962.8163,718948278511.1844
35407,735396254145.5566,726100959490.2172
35408,737826916019.9417,728500903329.0662
35409,739339550817.3794,729994672338.9575
35410,745232755649.7673,735813462694.9413
35411,740332002873.85,730975063925.1194
35412,736949351700.642,727635351725.8058
35413,738546722353.2687,729212584248.3522
35414,738579953050.5999,729245355946.7728
35415,738508557327.9738,729174787320.2052
35416,738343925653.6326,729012153746.9696
35417,738316591448.9192,728985024317.636
35418,737972411762.3829,728645073315.589
35419,736971946125.8932,727657207769.4845
35420,731654380587.8422,722406808292.6221
35421,736758004704.8878,727445782813.1444
35422,737912592487.2749,728585617412.8064
35423,738315234492.5878,728983077203.8524
35424,726404967789.5623,717223395990.227
35425,728211955889.1741,719007545116.9053
35426,728657148369.0941,719447096379.4042
35427,727796097884.809,718596912983.6365
35428,727771503352.2284,718572615120.219
35429,727933876372.3479,718732917940.907
35430,734463810355.0096,725180230128.8518
35431,739044913351.5266,729703424991.2361
35432,739265278997.6205,729921076287.6986
35433,739841319771.162,730490088202.5214
35434,739184874296.0973,729842232414.6737
35435,731579481867.238,722333367325.401
35436,740102408448.3312,730748361777.0608
35437,721073852865.7169,711960071817.5742
35438,738450011100.8545,729116555959.2281
35439,737632028507.8824,728308893286.2047
35440,718927963823.4504,709841233709.874
35441,718037799235.3699,708962211961.5492
35442,717841737384.251,708768389791.8898
35443,718034017175.4353,708958164203.9918
35444,728554783258.9008,719346175946.1038
35445,728866585433.0048,719654102917.4294
35446,728358240828.3352,719152063777.9448
35447,727957037997.0359,718755943099.2585
35448,738595168079.2966,729259320835.2101
35449,745797600763.1781,736370730688.7205
35450,745339363678.8561,735918746873.3344
35451,745264381606.4343,735845006126.1836
35452,745034612475.2748,735618202746.0565
35453,745201560604.9802,735782989276.4045
35454,744656856362.1057,735245050409.6787
35455,745135468743.4548,735717762100.3535
35456,725202459281.726,716036782669.5851
35457,720372409485.0104,711267743383.3663
35458,721984214514.3838,712859038116.429
35459,720492050961.2651,711385505504.5004
35460,720501462326.1833,711394752030.3497
35461,729482562708.8783,720262389132.8312
35462,720401957860.6772,711296420483.9891
35463,728751421239.7367,719540439146.4154
35464,727324808355.8955,718131860540.305
35465,726887803405.1371,717700346869.2426
35466,728172326651.3506,718968630181.0125
35467,727482750765.287,718287825499.4241
35468,727251258121.5293,718059189562.037
35469,728022487889.3722,718820608309.0477
35470,728482816738.5208,719275097074.9233
35471,732425234160.7086,723167690849.5146
35472,738942754887.0403,729603016296.3202
35473,738918003411.4377,729578818607.2415
35474,738604727624.7678,729269618761.5964
35475,738654052953.7722,729318351417.0724
35476,738940313073.5017,729600955811.7639
35477,738412056150.0767,729079437901.5908
35478,738857258106.6665,729519009727.0376
35479,738797503776.4712,729459965863.8221
35480,739340993649.2738,729996432484.7428
35481,738644645270.1782,729308740052.0787
35482,738633521830.4629,729297621554.4496
35483,738731475952.5083,729394262709.864
35484,738658876744.8838,729322554744.1398
35485,738816391387.1582,729478073928.9712
35486,738573300917.4519,729238139093.04
35487,738213205181.1445,728882596204.4554
35488,725495427696.5808,716325686140.2576
35489,728748890529.0092,719537989056.0103
35490,721328233052.9778,712211017764.3381
35491,721740310806.8553,712617824913.3536
35492,729203703001.8635,719986955149.4243
35493,727766500059.623,718567974106.8302
35494,737179501523.8201,727861914146.2437
35495,736485842630.2897,727177038032.3693
35496,743619596817.0854,734220424615.5613
35497,746304899086.2375,736871921584.3867
35498,746142621206.6655,736711732582.2675
35499,746195414166.9066,736763933038.3362
35500,745830098046.2622,736403351437.6241
35501,745967703331.8998,736539297582.792
35502,746000248690.8647,736571291765.9733
35503,746349759072.7732,736916263795.2772
35504,746329230579.7739,736895867888.2899
35505,742086244029.5828,732706524623.5981
35506,726718390977.7999,717533365912.1099
35507,722957651515.5612,713820172110.0562
35508,733396966465.1,724127324857.8353
35509,740613815079.3545,731252941777.6958
35510,740783283339.2971,731420254913.2366
35511,736720377930.9193,727408745296.9319
35512,730807508593.0817,721570714645.1755
35513,731328799210.6332,722085360442.5691
35514,731050656291.4873,721810647465.8816
35515,731090246464.0607,721849908068.8323
35516,742150149293.0752,732769921088.5662
35517,742673019973.9211,733286263718.9243
35518,740839926028.8555,731476380929.2594
35519,740108430252.5638,730754372856.057
35520,736015914207.647,726713566211.3932
35521,726412105125.259,717231193673.7964
35522,741512040568.4093,732140257380.4119
35523,733242002545.3967,723974814007.177
35524,734071370796.217,724793448212.4087
35525,740120923740.4293,730766488501.3977
35526,725150105452.4783,715984891274.2632
35527,725856450428.959,716682305528.7123
35528,727209224092.7499,718018013203.2354
35529,736485143123.1316,727176672729.2124
35530,725293219038.1442,716126254320.1698
35531,726764813656.3501,717579256587.0228
35532,724923647552.2925,715761342812.3856
35533,725226614154.6813,716060494134.5723
35534,724618746147.9521,715460296433.6077
35535,726084428282.0947,716907424203.9866
35536,726391640870.6492,717210798444.5476
35537,725180105464.0542,716014575942.5251
35538,723042575986.2513,713904052091.8433
35539,727509211865.0891,718314346067.7769
35540,728972156425.0536,719758844796.5044
35541,723640436504.6466,714494468879.2218
35542,725238337277.1727,716072200274.1962
35543,727672565112.378,718475683136.0258
35544,733772071290.485,724498115904.4086
35545,725072799229.9734,715908675250.118
35546,723372201475.5701,714229498341.9147
35547,722217219068.883,713089034376.4675
35548,722888499555.5365,713751814863.8269
35549,723606718683.803,714460969562.9764
35550,741941176450.0566,732563670517.4044
35551,722427538123.7998,713296518837.7299
35552,731413972518.1938,722169532892.7408
35553,733522562761.8165,724251424277.3608
35554,731581883222.238,722335198298.101
35555,730174892336.1072,720945933411.1538
35556,734202600496.7858,724922696391.8297
35557,730415996551.963,721183821082.3667
35558,736670658642.7865,727359373264.357
35559,742434674195.5544,733050513036.4263
35560,742742963272.3925,733354980163.3726
35561,741638815678.8566,732265079852.5798
35562,741616999692.2286,732243666101.7759
35563,742270162259.279,732888622331.3743
35564,742345574416.7777,732963121178.2219
35565,742205286707.1178,732824660279.8346
35566,742058150322.4542,732679408662.6741
35567,741892815322.2225,732516130897.0964
35568,741822255965.0223,732446413285.9974
35569,741767002358.2502,732391733483.1511
35570,741993849699.2301,732615579263.7443
35571,741299907871.9548,731930257394.9803
35572,741301043317.1298,731931244153.4531
35573,741200992828.5549,731832443978.0166
35574,740586853842.5802,731226009519.2246
35575,740004314403.5513,730650771558.0266
35576,740838077024.1829,731473963264.9271
35577,741095114026.2609,731727723119.111
35578,741160518218.0846,731792270456.2401
35579,739599148351.5731,730250605278.8629
35580,727141579682.3818,717950530854.9133
35581,737203681194.9474,727885403392.5789
35582,740697863663.1566,731335355148.7207
35583,742584928788.3896,733198507628.7914
35584,741976191414.3384,732597463907.2582
35585,741294864111.1345,731924963414.3608
35586,740889634875.8501,731525089119.0889
35587,740541253570.6803,731181274511.5052
35588,740336741397.7474,730979468780.1722
35589,739572588447.3254,730225053059.2982
35590,739626999689.1757,730278822680.7834
35591,739909339585.6388,730557630758.675
35592,739971893946.9747,730619366084.8153
35593,742643547970.588,733257078108.1111
35594,740153617383.882,730798827627.8912
35595,739166624103.0814,729824220130.7682
35596,739151325588.7926,729808970506.0847
35597,739844622719.7229,730493340766.4762
35598,738920477704.4844,729580800338.5615
35599,738598180542.2458,729262585964.0421
35600,739787910026.2904,730437232093.6019
35601,739129331707.4895,729786907404.4303
35602,738118782822.4062,728789069742.9978
35603,727243710535.3124,718051415183.4357
35604,731643484824.5989,722395650819.0194
35605,739052636607.5748,729711037760.5305
35606,738387535505.3237,729054352422.9558
35607,740205611275.1628,730849414819.8134
35608,740983526964.3914,731617541483.6455
35609,740409512209.6016,731050929576.8134
35610,739181094752.7089,729838330393.6298
35611,739515422018.1478,730168582681.8619
35612,738903342463.3154,729564284914.6423
35613,738706553299.2728,729370053232.1207
35614,738780527842.7914,729443089786.4258
35615,738732540176.8801,729395802112.5596
35616,738554795890.6927,729220414186.7023
35617,738752130142.0231,729415107532.937
35618,738969985788.3622,729629984944.7404
35619,737972321647.3816,728644750733.2211
35620,738168865685.7222,728838668713.29
35621,738404852540.813,729071588434.5411
35622,738407776823.5936,729074430603.2234
35623,737875079759.8501,728548444093.7957
35624,738219693501.4506,728888646105.2775
35625,738064265410.4194,728735153431.2072
35626,738095479856.8042,728765960575.1567
35627,737870252005.1871,728543566754.2667
35628,737948071217.1971,728620389346.0671
35629,737943862263.5591,728616200507.2352
35630,738350453250.2957,729017636009.2253
35631,738163687519.4337,728833211844.2164
35632,744993512842.3835,735576245135.5419
35633,745396081035.6571,735973854432.5104
35634,738634461045.7661,729298289523.3601
35635,739354453223.461,730009428555.8331
35636,738801895615.9286,729463988680.4893
35637,745219428680.2203,735800395728.3188
35638,738539637196.3115,729205206235.6193
35639,738151713032.4655,728822185169.4857
35640,738204422839.521,728874171506.1884
35641,738109588162.0916,728780495509.3319
35642,738332349108.0022,729000336097.8153
35643,737869464009.4944,728543216028.0414
35644,737864974602.6327,728538713213.3115
35645,737833268527.4983,728507264429.7241
35646,737662357344.5656,728338446461.781
35647,738416592740.8217,729083161408.9905
35648,737547290621.5967,728224873624.6029
35649,738438754749.956,729105035304.1974
35650,739020827075.4928,729679766441.0917
35651,738716498433.8734,729379294828.4276
35652,738880289788.5208,729541035966.4565
35653,739106865896.5803,729764776510.4802
35654,739525096356.8583,730177773726.4471
35655,732659920499.2826,723399582996.0587
35656,739304185240.512,729959832510.8717
35657,739746220957.0057,730396349957.5441
35658,743942181757.5735,734539028660.5164
35659,739101778770.6576,729760147575.7391
35660,739246620074.6876,729903183263.566
35661,738804553129.6068,729466698266.0656
35662,739043453705.8981,729702565534.7552
35663,745284554320.1898,735864481134.7482
35664,745591547668.855,736167574557.5273
35665,745362903750.3834,735941750136.1342
35666,741633669766.669,732259875006.9177
35667,739122898075.9302,729780974114.7662
35668,739724211155.2158,730374672658.5315
35669,739872561927.2963,730521131356.3422
35670,739776067788.0062,730425835085.2184
35671,722180843193.5963,713052993661.7827
35672,733623424663.6028,724351034762.6638
35673,723990746452.3984,714840288902.9122
35674,723332249860.6481,714190172716.5629
35675,723468720599.865,714324970922.2305
35676,724178509049.777,715025867092.6097
35677,722502922851.4761,713371424907.2693
35678,724413549222.75,715257858875.9148
35679,742885744761.379,733495978727.4519
35680,746446716113.6675,737011758796.1449
35681,746762530978.9308,737323535016.4355
35682,732176526367.5935,722921982529.6165
35683,723729048822.788,714581461032.2511
35684,722230219992.3923,713101846701.3418
35685,723011783634.4279,713873796002.4865
35686,722052213549.9427,712926316229.1243
35687,722569233839.9847,713436714066.8329
35688,723018388905.873,713880058713.185
35689,722712827275.7188,713578259365.3514
35690,721938750592.0347,712813884759.0503
35691,720393942171.6948,711288517510.2389
35692,720230371497.6869,711126947929.0409
35693,719876711944.5543,710777702681.7422
35694,720816227191.4242,711705342826.1833
35695,728595191845.0084,719386148862.8271
35696,728981767991.6981,719767777222.3899
35697,728064336259.5481,718861856574.6746
35698,728494854150.7251,719286911553.4746
35699,726827973753.518,717641085157.9556
35700,728701541266.2471,719490996745.7036
35701,736306761430.1255,726999948907.2716
35702,738629789091.7018,729293827787.1416
35703,739395124681.5455,730049805106.9614
35704,742895352522.5732,733505601560.9491
35705,743415304736.503,734018888196.259
35706,741345310132.7045,731975375321.256
35707,738528946299.483,729194790694.6968
35708,738223237126.2377,728892859663.1736
35709,742951853520.601,733561218022.9539
35710,744703231361.5967,735290321247.6129
35711,744587597535.1382,735176186842.7565
35712,744637803772.8564,735225801966.4138
35713,744624810258.607,735212898080.939
35714,715696101596.8237,706650106268.7761
35715,719892276495.7898,710793296014.5204
35716,720330631686.9054,711226061815.9767
35717,719181740326.1339,710091717606.666
35718,720225304555.5977,711122065727.7864
35719,720706760131.0914,711597388481.1238
35720,728709640761.0414,719499105367.5833
35721,738569736749.7228,729234432016.1852
35722,738235128952.2485,728904071171.2357
35723,736855490611.7562,727541910196.5201
35724,734748576448.3658,725461663603.664
35725,744848408173.5044,735433447696.9996
35726,745231829002.6042,735812126679.327
35727,744923628998.6567,735507858420.0616
35728,745003107868.4949,735586480465.4156
35729,745032822055.7832,735615934803.8177
35730,744745609314.2203,735332452930.7676
35731,744739865659.623,735326684876.1348
35732,744406311321.9563,734997212972.167
35733,744688942652.5978,735276148497.8162
35734,744674392903.7192,735261827394.1299
35735,740657037749.9473,731295434520.4625
35736,735898530439.9819,726597123421.8372
35737,722054216174.843,712927968363.2432
35738,737901481107.6072,728574797353.9935
35739,737805179326.2969,728479735972.623
35740,733879247723.0554,724603595242.9204
35741,727352746489.7837,718159715688.2927
35742,727816145701.4543,718617209133.3927
35743,737905088330.9348,728578418317.8549
35744,737393384707.4204,728073227836.1686
35745,737687511887.1974,728363626526.3164
35746,737845472368.6991,728519645970.1837
35747,737275930781.1323,727957352603.4501
35748,738640391292.102,729304711743.6613
35749,738688724232.9547,729352652970.6869
35750,738685969760.7339,729349957310.5955
35751,739163896238.6425,729821814845.9943
35752,739016000758.1781,729675765589.039
35753,739151767955.0594,729809900609.6394
35754,738820619263.3062,729482832646.2454
35755,738960104471.2438,729620370829.9126
35756,739057796769.7958,729716686251.8911
35757,739334822123.3302,729990193697.5403
35758,738632275634.5632,729296488609.1254
35759,738377373937.8302,729044734808.7792
35760,738613436648.4114,729277851784.4509
35761,738747619853.9043,729410244371.2634
35762,738986078055.6481,729645625230.0498
35763,720866808686.0262,711755374158.9772
35764,721390909389.4482,712272829450.4475
35765,722255959376.1995,713126948120.6195
35766,720305794859.7123,711201409556.835
35767,719755359310.0398,710657835884.2158
35768,721022427439.475,711908901294.9944
35769,722097461925.5687,712970362302.3776
35770,739702859174.169,730353198548.0337
35771,740337341083.2308,730979596961.522
35772,741170363201.2897,731802198848.0759
35773,741373764650.8031,732003304061.4286
35774,741408471030.8732,732037778374.8047
35775,741260240164.2247,731891587434.0809
35776,740631607184.3756,731270977018.9917
35777,740945726205.2007,731581168832.8313
35778,740819672208.7968,731456684037.5852
35779,740961722293.2428,731596890480.1552
35780,740809178099.7537,731446105326.5402
35781,740125535105.0989,730771033814.6053
35782,739725374655.5131,730375881574.5667
35783,739289273247.5424,729945199717.3618
35784,739274782847.9438,729930649199.8079
35785,726877179471.2079,717689623958.8536
35786,727185406936.446,717994137934.2081
35787,727613272831.9984,718416815068.6305
35788,727582246300.6864,718386271579.1049
35789,727465960062.818,718271485570.6552
35790,726462791362.0392,717280871197.0638
35791,725931299775.9027,716756149810.7538
35792,726196349313.4633,717017895146.3062
35793,726881253169.8167,717694087566.9613
35794,724475240065.6288,715318384086.3699
35795,723658511521.7046,714511830613.1859
35796,722081457476.2556,712954614727.4076
35797,740761670914.952,731398615598.5703
35798,741434489368.2943,732062947946.3611
35799,741093983911.55,731726743414.9701
35800,740543540873.1775,731183280873.2837
35801,740193385671.4941,730837519137.0021
35802,739614862634.7539,730266294337.7899
35803,732568731188.9651,723309246710.0779
35804,728788003409.6531,719576321411.775
35805,736989234057.0742,727673782655.1111
35806,739737636639.5154,730387441337.2253
35807,739850645977.0352,730499096403.0775
35808,739826454753.0194,730475384226.965
35809,739679069520.477,730329985564.7018
35810,739074692387.2996,729733293962.1552
35811,738684053231.6476,729347538899.7388
35812,738485495064.8257,729151442742.4901
35813,738815790798.929,729477502384.6368
35814,739931550887.819,730579036548.8722
35815,738641235337.8519,729305023156.564
35816,738359238355.2029,729026615475.9072
35817,738080296228.2133,728751184232.1785
35818,737486956958.868,728165214429.381
35819,738360604215.6285,729027766856.0983
35820,738284472758.5822,728952633375.6245
35821,737909713432.6145,728582601876.5038
35822,737586680245.3956,728263642930.1534
35823,738962868824.047,729622374954.49
35824,738095855856.3389,728766329902.152
35825,732531130330.6538,723272013118.0941
35826,728150729470.7216,718947037039.6259
35827,728419713872.2222,719212630096.2505
35828,728567339876.4934,719358435912.7129
35829,728367397956.1643,719161037577.4313
35830,736401685320.6267,727093754805.1841
35831,739212785429.4795,729869505103.8973
35832,738913755514.8811,729574496189.6965
35833,738950101739.0612,729610538526.1687
35834,738176320323.412,728846590364.8936
35835,738192019418.7695,728862213128.0864
35836,738182206062.2389,728852563329.8226
35837,738342642131.0728,729010864356.9093
35838,738439399626.4569,729106357445.3123
35839,737997761581.4008,728670205861.7034
35840,736960066165.8024,727645526437.4744
35841,737052571549.4822,727736746468.1544
35842,736782490623.117,727469970249.5599
35843,736416498647.0022,727108487139.0642
35844,736426312017.03,727118096252.802
35845,735601984620.5135,726304161019.5497
35846,735613649063.3618,726315644256.7526
35847,736388484702.4067,727080642044.2059
35848,736098604815.9661,726794412386.9995
35849,736545587366.3777,727235727479.2296
35850,736343222709.9019,727035952800.4276
35851,736558949340.2804,727248948363.609
35852,736174066030.9198,726868929474.305
35853,736426562190.0354,727118216140.4813
35854,736860456273.5314,727546634415.5359
35855,736325692269.7485,727019038867.8734
35856,736443920294.7983,727135940937.637
35857,736433085766.4655,727125331117.7664
35858,736382118931.4568,727075027011.3228
35859,736737962774.8864,727426380437.2412
35860,736832542217.2906,727519692866.0652
35861,736908764110.7871,727594852915.0176
35862,737203298132.0521,727885535545.0436
35863,736816840852.4993,727503930508.5455
35864,736252400887.4218,726946648858.6444
35865,736535576148.8018,727226235712.7275
35866,736903147364.9478,727589126383.9187
35867,737011372147.361,727695955720.285
35868,738099362451.6718,728770374442.6698
35869,732570255145.5571,723311192818.21
35870,727090523574.5431,717900754902.1681
35871,727931948219.094,718731584092.1284
35872,727788197463.7876,718589617917.3623
35873,728023696446.1027,718822123587.8809
35874,728085859686.5426,718883492676.037
35875,728296090780.4641,719091052903.3214
35876,730991631634.0164,721752482670.5991
35877,739283660244.3157,729939584794.8024
35878,739621048945.1984,730272818954.0575
35879,739420031012.413,730074443253.9745
35880,739566976699.4344,730219591056.8824
35881,738924101995.9247,729584923394.8134
35882,738401833394.6238,729069344366.3661
35883,738675693325.3973,729339776920.5873
35884,738664234581.4434,729328404690.9814
35885,738579958059.0568,729245119038.9945
35886,738595615911.8646,729260499271.2736
35887,738016400358.7034,728688510427.2521
35888,737826885547.814,728501354803.9445
35889,737452490124.4502,728131657170.193
35890,737710919992.2145,728386664334.4811
35891,737583762703.8318,728260984095.8737
35892,737945201424.3574,728617788862.6383
35893,738324194599.7556,728991958903.4111
35894,738401357857.4261,729068116859.316
35895,738454836755.3002,729120891821.6233
35896,737702107385.5419,728377686654.1843
35897,737564650650.7091,728241949871.494
35898,737804893000.8572,728479140296.6108
35899,737682739100.1891,728358535685.0018
35900,737961848312.0321,728634098605.0261
35901,737819980769.0386,728494052969.5767
35902,738096581158.0641,728767173629.4778
35903,738180213102.5764,728849892250.5273
35904,737475245262.7341,728154222418.6775
35905,737953293650.2622,728626313728.5132
35906,737816840884.9609,728491681592.6831
35907,737735215896.666,728411140403.6058
35908,737685449298.9064,728362034744.5918
35909,737731741040.5302,728407551208.63
35910,737905044576.3115,728578562793.9697
35911,737696579797.8428,728372631483.6421
35912,737392842695.1615,728072722841.172
35913,737253339290.2213,727934967263.6339
35914,737547132463.8613,728224953192.5691
35915,737173465501.4935,727855986309.6091
35916,737588620878.5712,728265774161.018
35917,737138794027.3037,727821594214.1193
35918,737420633972.7856,728099823994.9954
35919,736662603650.0895,727351347710.7726
35920,737267109481.3129,727948132636.9924
35921,727955034561.392,718753978926.0238
35922,727629542536.2859,718432630235.4167
35923,738221520353.4843,728890521878.9456
35924,738735176076.2023,729397688354.8894
35925,738685106831.7577,729348235911.4945
35926,739698773058.2086,730348961615.8843
35927,739594685570.1421,730246301027.676
35928,740070296663.3749,730716082938.7236
35929,739930012909.989,730577719713.0398
35930,739372004016.9591,730026874725.7097
35931,739312823413.6107,729968504043.6311
35932,739526614350.1561,730179521200.102
35933,739107340309.6328,729765475970.5858
35934,742344636628.454,732961531491.8773
35935,745618159898.6884,736193464478.6813
35936,738895233041.6184,729555855424.2604
35937,738854820523.2449,729515888432.9893
35938,738929011764.4965,729589029668.8938
35939,738745685588.9304,729407888378.5809
35940,738875347258.1138,729535861164.6761
35941,738597962541.4517,729261998207.9214
35942,738369829732.5145,729036771372.9602
35943,739398689278.911,730052575817.1738
35944,736564236294.469,727253969164.0436
35945,726438772272.2328,717256567046.0999
35946,734696787149.6938,725410141999.3295
35947,737784040939.3583,728458331418.8245
35948,738483834154.6942,729149289096.9357
35949,738746307296.1711,729408445521.4127
35950,738633828478.1393,729297522154.7404
35951,738576805416.0146,729241397064.4972
35952,738174497011.7295,728844351916.3329
35953,738037710092.3511,728709521978.673
35954,737593517632.2211,728271009162.3872
35955,737620188143.2183,728297420290.4927
35956,737400657620.5728,728080726358.8522
35957,737272391530.9475,727954113464.6925
35958,736602856804.3317,727292974925.171
35959,736473320343.6818,727165013894.1891
35960,736295163765.5033,726989241965.9047
35961,736505034380.2737,727196390884.1326
35962,736161845233.3878,726857578471.4177
35963,736009195864.2063,726706823039.1426
35964,736194128552.7712,726889510142.9714
35965,735415626096.9473,726120938918.7699
35966,735006474326.7897,725716826017.6494
35967,735592998727.9827,726295971843.9911
35968,724554834460.2701,715397489923.7216
35969,724655446889.3793,715496782446.0592
35970,724159130703.3761,715006730575.5059
35971,724200247789.1641,715047286974.1707
35972,724220624646.8005,715067421067.1794
35973,735561482853.9135,726264832646.0627
35974,734221257714.2188,724941625146.4336
35975,734248196470.4529,724968320786.7559
35976,733797759064.0314,724523703882.6705
35977,727012154539.3617,717823964281.6586
35978,729764129356.5244,720541119505.3026
35979,733733963842.725,724460748706.6663
35980,734307475938.1152,725026993710.3442
35981,734273493815.4597,724993391473.7697
35982,734410905516.3861,725129063837.2496
35983,732286877122.5027,723031812006.7354
35984,732371257870.0897,723115156794.3815
35985,733689035692.5806,724416257938.1132
35986,733735688178.609,724462288012.1141
35987,734071093505.7872,724793447908.5459
35988,734166661425.9541,724887796685.5522
35989,733726761347.3286,724453470232.1439
35990,733481273296.9908,724211055929.4497
35991,733646738292.5021,724374407205.1599
35992,733638109529.91,724365875422.0637
35993,724418169497.8102,715262677591.4128
35994,723898813219.9775,714749945643.1836
35995,723753955979.7578,714606854049.2197
35996,723564620806.3671,714419921629.8805
35997,724108495956.9879,714956917918.9285
35998,724398463566.5228,715243226550.3921
35999,730463635859.798,721231746521.3011
36000,734050518908.4435,724773349813.9502
36001,724494266186.8728,715338104223.285
36002,723776170337.8676,714629122700.9088
36003,724219002563.85,715066410794.2046
36004,725462413308.9941,716294000996.6925
36005,729608742798.1017,720387780485.9618
36006,741361605239.2612,731991706194.2781
36007,742112410660.0535,732733063005.5573
36008,740348717716.3182,730991689055.9492
36009,740365002723.8315,731007754019.9694
36010,736474208603.248,727166156629.4562
36011,736125291697.2201,726821689905.7235
36012,736391729599.145,727084721510.4917
36013,727007815133.7366,717819504664.7631
36014,723863296464.3945,714714778189.4054
36015,736020164326.4667,726717795555.8846
36016,735675119410.5282,726377086295.7552
36017,727648303265.2852,718451856952.2391
36018,727431815514.2281,718238107575.0613
36019,736690004213.1233,727379050595.915
36020,738282806801.1384,728951685713.2096
36021,738960673023.0947,729621088592.896
36022,744589121294.3582,735178138347.0146
36023,744885932538.4794,735471212259.1979
36024,745008947978.3031,735592685318.011
36025,745079419807.0034,735662360893.7054
36026,745158527641.57,735740538941.8052
36027,745384373059.4777,735963542294.9297
36028,745150143500.8865,735732157107.7969
36029,745361345994.4106,735940638380.9839
36030,745134757687.6433,735716905966.3926
36031,745629783922.2543,736205606614.4078
36032,745753043803.3906,736327205680.9392
36033,739629190435.5994,730281059988.3824
36034,739319505791.0356,729975234699.7091
36035,739706172009.2528,730356940415.2882
36036,739567150918.0913,730219567146.6564
36037,739214676490.2194,729871479029.5553
36038,739237477045.8801,729893880171.2892
36039,737777505746.9181,728452327962.3789
36040,729173285980.9993,719956970088.2205
36041,737846036992.1747,728519925420.5105
36042,737085122945.2493,727768587253.5535
36043,739302627692.084,729958034323.7981
36044,739916948307.4445,730564528347.0986
36045,740309071545.4022,730951713716.4565
36046,743284308759.4333,733889102121.5468
36047,746086409346.5756,736656123241.633
36048,745935622493.2399,736507480456.5978
36049,745477087334.1307,736054810449.3335
36050,745318648320.7959,735898387225.1797
36051,745047331150.1345,735630465279.2023
36052,745169168242.3015,735750813580.3851
36053,744962171264.8964,735546360919.3354
36054,744854726725.095,735440187524.0771
36055,745112059585.7504,735694228322.1938
36056,744947107701.3875,735531290959.664
36057,744842566077.5481,735427937535.8721
36058,744638390247.7583,735226224437.3124
36059,740399696564.6301,731041247573.8011
36060,728308630623.9493,719103292449.6052
36061,736755880869.1785,727443534035.0566
36062,737575787086.7227,728253053222.1166
36063,737744228164.9565,728419334486.1626
36064,736778563614.0509,727465854057.8036
36065,737137765063.3743,727820483184.5315
36066,737199586586.4211,727881475275.5789
36067,736717258860.0317,727405269710.6377
36068,737149630694.9647,727832161541.1833
36069,736373850990.1993,727066218593.8225
36070,737040976167.27,727725001301.6707
36071,736865897949.308,727552417653.213
36072,736535926210.8594,727226973004.809
36073,736597034275.4373,727287429458.424
36074,735921886163.3353,726620907744.6401
36075,736060342027.347,726757551883.803
36076,735525061448.1545,726229026470.2407
36077,735500587474.8434,726204726725.2554
36078,741778287176.4531,732402735886.026
36079,742236404686.068,732855163332.5264
36080,741174516406.5104,731806687211.5555
36081,734923226168.6138,725634811717.8778
36082,734807046272.3893,725520041067.4539
36083,733950988509.086,724675014243.6356
36084,733671010543.2794,724398569867.4431
36085,727889064495.2585,718689492118.4688
36086,733363053870.04,724094018416.2974
36087,730541974381.6271,721308696335.3245
36088,722665302810.035,713531593485.7726
36089,730221081721.543,720991546223.2742
36090,722566160065.2253,713433493155.8235
36091,722412197358.1766,713281587378.6136
36092,731652388400.1194,722404878751.7067
36093,732689601404.0885,723428907013.5187
36094,733101795398.7323,723835807056.88
36095,732705304994.2101,723444305172.7925
36096,733283203288.1256,724014859655.7604
36097,733195579102.8055,723928332447.1932
36098,733107234183.0638,723841168001.7855
36099,733444106297.9232,724173828854.7495
36100,733781487531.0524,724506968353.6753
36101,738047164711.5101,728718496632.502
36102,740748285231.5635,731385363049.4014
36103,740885989905.6881,731521381700.1655
36104,741482386601.2986,732110121390.9645
36105,741510686055.1193,732137997691.1255
36106,735429737764.0015,726134110131.9755
36107,731770451148.4897,722521121155.8287
36108,735253319911.3187,725959893400.3358
36109,734632154588.674,725346596288.9894
36110,734839365702.3187,725551175987.498
36111,735192434411.0195,725899804396.116
36112,735160080626.1981,725867840813.0912
36113,735432403013.2946,726136722425.4113
36114,735318141868.3741,726023915154.8892
36115,735548685072.5441,726251550330.6595
36116,735963902148.7018,726661520191.5547
36117,735633965173.0499,726335756501.9382
36118,741799806989.9258,732423404048.5743
36119,743372456151.8859,733976295370.0867
36120,743069626590.4158,733677356116.262
36121,742878353518.8568,733488519946.8878
36122,742737555632.9674,733349460511.5372
36123,742816337997.243,733427229199.109
36124,742641351391.3868,733254385199.4429
36125,742633711422.4197,733246780018.3679
36126,742312220424.6611,732929274887.7408
36127,743089325646.2347,733696710720.0742
36128,742952301787.9999,733561431764.6802
36129,741368993212.2655,731998235118.2682
36130,735933144219.126,726631309693.8414
36131,735120884150.0175,725829410283.5079
36132,735579440036.8219,726282236582.6356
36133,735014523036.8494,725724354189.5045
36134,735505040884.1412,726208547316.5856
36135,736043886590.8951,726740600395.1095
36136,734863723340.8495,725575520054.4675
36137,734605507734.8372,725320443872.8258
36138,735264060305.7502,725970618462.5366
36139,734578298842.3096,725293617312.1807
36140,726644826444.0833,717460439384.4448
36141,729928611120.7543,720702607028.346
36142,735612027902.3123,726314030065.3726
